HealthTopic,Population,Indicator,Unit,Time,RegionCode,RegionName,NumValue,TxtValue
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2001,DE,Germany,13,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2001,DK,Denmark,0,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2001,EE,Estonia,4,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2001,EL,Greece,43,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2001,ES,Spain,14,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2001,FI,Finland,7,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2001,FR,France,0,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2001,HR,Croatia,3,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2001,HU,Hungary,5,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2001,IE,Ireland,0,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2001,IS,Iceland,0,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2001,IT,Italy,0,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2001,LU,Luxembourg,3,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2001,MT,Malta,0,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2001,NL,Netherlands,14,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2001,NO,Norway,26,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2001,PL,Poland,7,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2001,PT,Portugal,14,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2001,SE,Sweden,13,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2001,SI,Slovenia,2,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2001,SK,Slovakia,3,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2001,UK,United Kingdom,17,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2002,AT,Austria,6,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2002,BE,Belgium,37,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2002,BG,Bulgaria,19,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2002,CZ,Czech Republic,19,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2002,DE,Germany,16,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2002,DK,Denmark,0,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2002,EE,Estonia,3,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2002,EL,Greece,45,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2002,ES,Spain,54,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2002,FI,Finland,8,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2002,FR,France,47,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2002,HR,Croatia,14,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2002,HU,Hungary,9,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2002,IE,Ireland,22,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2002,IS,Iceland,0,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2002,IT,Italy,20,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2002,LU,Luxembourg,8,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2002,MT,Malta,2,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2002,NL,Netherlands,26,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2002,NO,Norway,12,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2002,PL,Poland,8,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2002,PT,Portugal,26,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2002,RO,Romania,5,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2002,SE,Sweden,15,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2002,SI,Slovenia,5,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2002,SK,Slovakia,4,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2002,UK,United Kingdom,35,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2003,AT,Austria,18,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2003,BE,Belgium,54,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2003,BG,Bulgaria,30,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2003,CY,Cyprus,2,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2003,CZ,Czech Republic,20,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2003,DE,Germany,9,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2003,DK,Denmark,0,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2003,EE,Estonia,2,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2003,EL,Greece,81,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2003,ES,Spain,118,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2003,FI,Finland,16,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2003,FR,France,44,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2003,HR,Croatia,25,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2003,HU,Hungary,14,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2003,IE,Ireland,23,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2003,IS,Iceland,1,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2003,IT,Italy,61,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2003,LU,Luxembourg,6,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2003,MT,Malta,2,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2003,NL,Netherlands,40,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2003,NO,Norway,26,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2003,PL,Poland,5,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2003,PT,Portugal,58,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2003,RO,Romania,9,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2003,SE,Sweden,16,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2003,SI,Slovenia,4,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2003,SK,Slovakia,2,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2003,UK,United Kingdom,66,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2004,AT,Austria,53,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2004,BE,Belgium,48,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2004,BG,Bulgaria,36,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2004,CY,Cyprus,4,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2004,CZ,Czech Republic,33,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2004,DE,Germany,32,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2004,DK,Denmark,0,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2004,EE,Estonia,6,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2004,EL,Greece,91,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2004,ES,Spain,231,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2004,FI,Finland,30,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2004,FR,France,103,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2004,HR,Croatia,14,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2004,HU,Hungary,32,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2004,IE,Ireland,24,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2004,IS,Iceland,1,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2004,IT,Italy,39,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2004,LU,Luxembourg,5,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2004,MT,Malta,4,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2004,NL,Netherlands,33,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2004,NO,Norway,35,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2004,PL,Poland,10,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2004,PT,Portugal,61,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2004,RO,Romania,13,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2004,SE,Sweden,36,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2004,SI,Slovenia,10,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2004,SK,Slovakia,22,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2004,UK,United Kingdom,64,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2005,AT,Austria,88,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2005,BE,Belgium,65,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2005,BG,Bulgaria,57,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2005,CY,Cyprus,12,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2005,CZ,Czech Republic,50,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2005,DE,Germany,20,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2005,DK,Denmark,17,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2005,EE,Estonia,4,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2005,EL,Greece,103,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2005,ES,Spain,235,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2005,FI,Finland,39,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2005,FR,France,143,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2005,HR,Croatia,5,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2005,HU,Hungary,42,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2005,IE,Ireland,57,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2005,IS,Iceland,0,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2005,IT,Italy,111,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2005,LU,Luxembourg,9,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2005,LV,Latvia,0,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2005,MT,Malta,1,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2005,NL,Netherlands,55,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2005,NO,Norway,27,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2005,PL,Poland,8,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2005,PT,Portugal,133,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2005,RO,Romania,15,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2005,SE,Sweden,53,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2005,SI,Slovenia,12,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2005,SK,Slovakia,8,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2005,UK,United Kingdom,121,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2006,AT,Austria,163,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2006,BE,Belgium,59,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2006,BG,Bulgaria,56,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2006,CY,Cyprus,14,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2006,CZ,Czech Republic,111,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2006,DE,Germany,42,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2006,DK,Denmark,52,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2006,EE,Estonia,1,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2006,EL,Greece,90,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2006,ES,Spain,259,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2006,FI,Finland,39,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2006,FR,France,227,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2006,HR,Croatia,11,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2006,HU,Hungary,56,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2006,IE,Ireland,64,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2006,IS,Iceland,0,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2006,IT,Italy,74,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2006,LT,Lithuania,10,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2006,LU,Luxembourg,7,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2006,LV,Latvia,5,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2006,MT,Malta,6,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2006,NL,Netherlands,94,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2006,NO,Norway,41,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2006,PL,Poland,9,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2006,PT,Portugal,131,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2006,RO,Romania,19,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2006,SE,Sweden,60,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2006,SI,Slovenia,12,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2006,SK,Slovakia,0,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2006,UK,United Kingdom,139,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2007,AT,Austria,233,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2007,BE,Belgium,72,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2007,BG,Bulgaria,29,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2007,CY,Cyprus,21,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2007,CZ,Czech Republic,178,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2007,DE,Germany,81,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2007,DK,Denmark,68,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2007,EE,Estonia,4,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2007,EL,Greece,108,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2007,ES,Spain,281,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2007,FI,Finland,36,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2007,FR,France,317,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2007,HR,Croatia,25,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2007,HU,Hungary,62,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2007,IE,Ireland,100,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2007,IS,Iceland,2,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2007,IT,Italy,114,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2007,LT,Lithuania,18,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2007,LU,Luxembourg,14,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2007,LV,Latvia,11,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2007,MT,Malta,17,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2007,NL,Netherlands,116,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2007,NO,Norway,47,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2007,PL,Poland,6,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2007,PT,Portugal,151,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2007,RO,Romania,17,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2007,SE,Sweden,94,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2007,SI,Slovenia,37,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2007,SK,Slovakia,0,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2007,UK,United Kingdom,177,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2008,AT,Austria,228,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2008,BE,Belgium,74,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2008,BG,Bulgaria,44,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2008,CY,Cyprus,23,
Antimicrobial resistance,Escherichia coli|Third-generation cephalosporins,Non-susceptible (I and R) isolates,N,2008,CZ,Czech Republic,270,
